id_cp_interaction,partner_a,partner_b,protein_name_a,protein_name_b,annotation_strategy,source,is_ppi,curator,reactome_complex,reactome_reaction,reactome_pathway,complexPortal_complex,comments,version
,O14905,FZD2_LRP5,WNT9B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1
,O14905,FZD2_LRP6,WNT9B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1
,O14905,FZD3_LRP5,WNT9B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1
,O14905,FZD3_LRP6,WNT9B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1
,O14905,FZD4_LRP5,WNT9B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1
,O14905,FZD4_LRP6,WNT9B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1
,O14905,FZD5_LRP5,WNT9B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1
,O14905,FZD5_LRP6,WNT9B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1
,O14905,FZD6_LRP5,WNT9B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1
,O14905,FZD6_LRP6,WNT9B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1
,O14905,FZD7_LRP5,WNT9B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1
,O14905,FZD7_LRP6,WNT9B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1
,O14905,FZD8_LRP5,WNT9B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1
,O14905,FZD8_LRP6,WNT9B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1
,O14905,FZD9_LRP5,WNT9B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1
,O14905,FZD9_LRP6,WNT9B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1
,O14905,Q8N474,WNT9B_HUMAN,SFRP1_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1
,O14905,Q96HF1,WNT9B_HUMAN,SFRP2_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1
,O14905,Q92765,WNT9B_HUMAN,SFRP3_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1
,O14905,Q6FHJ7,WNT9B_HUMAN,SFRP4_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1
,O14905,Q5T4F7,WNT9B_HUMAN,SFRP5_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1
,O14905,Q9Y5W5,WNT9B_HUMAN,WIF1_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1
,P78423,P49238,X3CL1_HUMAN,CX3C1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P47992,P46094,XCL1_HUMAN,XCR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q9UBD3,P46094,XCL2_HUMAN,XCR1_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q9NPH3,P10586,IL1AP_HUMAN,PTPRF_HUMAN,curated,Shilts screen - VALIDATED,True,JShilts,,,,,,CellPhoneDBcore4.1
,Q12860,P43121,CNTN1_HUMAN,MUC18_HUMAN,curated,Shilts screen - VALIDATED,True,JShilts,,,,,,CellPhoneDBcore4.1
,P78504,Q6EMK4,JAG1_HUMAN,VASN_HUMAN,curated,Shilts screen - VALIDATED,True,JShilts,,,,,,CellPhoneDBcore4.1
,Q9Y219,Q6EMK4,JAG2_HUMAN,VASN_HUMAN,curated,Shilts screen - VALIDATED,True,JShilts,,,,,,CellPhoneDBcore4.1
,P98172,P29317,EFNB1_HUMAN,EPHA2_HUMAN,curated,Shilts screen - VALIDATED,True,JShilts,,,,,,CellPhoneDBcore4.1
,Q12860,Q92823,CNTN1_HUMAN,NRCAM_HUMAN,curated,Shilts screen - VALIDATED,True,JShilts,,,,,,CellPhoneDBcore4.1
,Q6UXB8,O75509,PI16_HUMAN,TNR21_HUMAN,curated,Shilts screen - VALIDATED,True,JShilts,,,,,,CellPhoneDBcore4.1
,P78380,Q8IW52,OLR1_HUMAN,SLIK4_HUMAN,curated,Shilts screen - VALIDATED,True,JShilts,,,,,,CellPhoneDBcore4.1
,Q06481,P01833,APLP2_HUMAN,PIGR_HUMAN,curated,Shilts screen - VALIDATED,True,JShilts,,,,,,CellPhoneDBcore4.1
,Q9H7M9,P30511,GI24_HUMAN,HLAF_HUMAN,curated,Shilts screen - VALIDATED,True,JShilts,,,,,,CellPhoneDBcore4.1
,P19022,P06734,CADH2_HUMAN,FCER2_HUMAN,curated,Shilts screen - VALIDATED,True,JShilts,,,,,,CellPhoneDBcore4.1
,Q06481,Q9HCM2,APLP2_HUMAN,PLXA4_HUMAN,curated,Shilts screen - VALIDATED,True,JShilts,,,,,,CellPhoneDBcore4.1
,P05067,Q9HCM2,A4_HUMAN,PLXA4_HUMAN,curated,Shilts screen - VALIDATED,True,JShilts,,,,,,CellPhoneDBcore4.1
,P33681,P08138,CD80_HUMAN,TNR16_HUMAN,curated,Shilts screen - VALIDATED,True,JShilts,,,,,,CellPhoneDBcore4.1
,P22455,P34741,FGFR4_HUMAN,SDC2_HUMAN,curated,Shilts screen - VALIDATED,True,JShilts,,,,,,CellPhoneDBcore4.1
,Q9ULL4,Q92854,PLXB3_HUMAN,SEM4D_HUMAN,curated,Shilts screen - VALIDATED,True,JShilts,,,,,,CellPhoneDBcore4.1
,O00533,P32004,NCHL1_HUMAN,L1CAM_HUMAN,curated,Shilts screen - VALIDATED,True,JShilts,,,,,,CellPhoneDBcore4.1
,Q9NPY3,P15260,C1QR1_HUMAN,INGR1_HUMAN,curated,Shilts screen - VALIDATED,True,JShilts,,,,,,CellPhoneDBcore4.1
,Q9NPF0,Q86YT9,CD320_HUMAN,JAML_HUMAN,curated,Shilts screen - VALIDATED,True,JShilts,,,,,,CellPhoneDBcore4.1
,Q9H7M9,P13747,GI24_HUMAN,HLAE_HUMAN,curated,Shilts screen - VALIDATED,True,JShilts,,,,,,CellPhoneDBcore4.1
,Q8N109,P15151,KI2LA_HUMAN,PVR_HUMAN,curated,Shilts screen - VALIDATED,True,JShilts,,,,,,CellPhoneDBcore4.1
,P22455,Q03167,FGFR4_HUMAN,TGBR3_HUMAN,curated,Shilts screen - VALIDATED,True,JShilts,,,,,,CellPhoneDBcore4.1
,P06734,P21802,FCER2_HUMAN,FGFR2_HUMAN,curated,Shilts screen - VALIDATED,True,JShilts,,,,,,CellPhoneDBcore4.1
,O00533,O00533,NCHL1_HUMAN,NCHL1_HUMAN,curated,Shilts screen - VALIDATED,True,JShilts,,,,,,CellPhoneDBcore4.1
,Q9HCU0,P08887,CD248_HUMAN,IL6R_HUMAN,curated,Shilts screen - VALIDATED,True,JShilts,,,,,,CellPhoneDBcore4.1
,O95297,O95297,MPZL1_HUMAN,MPZL1_HUMAN,curated,Shilts screen - VALIDATED,True,JShilts,,,,,,CellPhoneDBcore4.1
,CD1B_complex,P40189,,IL6ST_HUMAN,curated,Shilts screen - VALIDATED,True,JShilts,,,,,,CellPhoneDBcore4.1
,5-HT_byTPH1_and_SLC18A1,5HTR3_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,5-HT_byTPH1_and_SLC18A2,5HTR3_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,5-HT_byTPH1_and_SLC6A4,5HTR3_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,5-HT_byTPH2_and_SLC18A1,5HTR3_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,5-HT_byTPH2_and_SLC18A2,5HTR3_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,5-HT_byTPH2_and_SLC6A4,5HTR3_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Acetylcholine_byCHAT_and_SLC10A4,nAChR_(α1)2β1δε_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Acetylcholine_byCHAT_and_SLC10A4,nAChR_(α1)2β1δγ_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Acetylcholine_byCHAT_and_SLC10A4,AcetylcholineReceptor_a3b4,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Acetylcholine_byCHAT_and_SLC10A4,AcetylcholineReceptor_a4b2,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Acetylcholine_byCHAT_and_SLC10A4,nAChR_α7_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Acetylcholine_byCHAT_and_SLC18A3,nAChR_(α1)2β1δε_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Acetylcholine_byCHAT_and_SLC18A3,nAChR_(α1)2β1δγ_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Acetylcholine_byCHAT_and_SLC18A3,AcetylcholineReceptor_a3b4,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Acetylcholine_byCHAT_and_SLC18A3,AcetylcholineReceptor_a4b2,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Acetylcholine_byCHAT_and_SLC18A3,nAChR_α7_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Acetylcholine_byCHAT_and_SLC5A7,nAChR_(α1)2β1δε_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Acetylcholine_byCHAT_and_SLC5A7,nAChR_(α1)2β1δγ_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Acetylcholine_byCHAT_and_SLC5A7,AcetylcholineReceptor_a3b4,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Acetylcholine_byCHAT_and_SLC5A7,AcetylcholineReceptor_a4b2,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,Acetylcholine_byCHAT_and_SLC5A7,nAChR_α7_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC32A1,GABA-A_α1β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC32A1,GABA-A_α1β2γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC32A1,GABA-A_α1β2_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC32A1,GABA-A_α1β3_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC32A1,GABA-A_α1β2δ_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC32A1,GABA-A_α2β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC32A1,GABA-A_α3β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC32A1,GABA-A_α3β3θ_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC32A1,GABA-A_α3β3ε_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC32A1,GABA-A_α4β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC32A1,GABA-A_α4β3δ_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC32A1,GABA-A_α4β2δ_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC32A1,GABA-A_α5β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC32A1,GABA-A_α6β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC32A1,GABA-A_α6β3δ_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A1,GABA-A_α1β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A1,GABA-A_α1β2γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A1,GABA-A_α1β2_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A1,GABA-A_α1β3_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A1,GABA-A_α1β2δ_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A1,GABA-A_α2β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A1,GABA-A_α3β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A1,GABA-A_α3β3θ_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A1,GABA-A_α3β3ε_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A1,GABA-A_α4β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A1,GABA-A_α4β3δ_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A1,GABA-A_α4β2δ_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A1,GABA-A_α5β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A1,GABA-A_α6β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A1,GABA-A_α6β3δ_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A11,GABA-A_α1β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A11,GABA-A_α1β2γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A11,GABA-A_α1β2_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A11,GABA-A_α1β3_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A11,GABA-A_α1β2δ_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A11,GABA-A_α2β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A11,GABA-A_α3β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A11,GABA-A_α3β3θ_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A11,GABA-A_α3β3ε_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A11,GABA-A_α4β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A11,GABA-A_α4β3δ_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A11,GABA-A_α4β2δ_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A11,GABA-A_α5β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A11,GABA-A_α6β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A11,GABA-A_α6β3δ_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A12,GABA-A_α1β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A12,GABA-A_α1β2γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A12,GABA-A_α1β2_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A12,GABA-A_α1β3_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A12,GABA-A_α1β2δ_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A12,GABA-A_α2β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A12,GABA-A_α3β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A12,GABA-A_α3β3θ_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A12,GABA-A_α3β3ε_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A12,GABA-A_α4β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A12,GABA-A_α4β3δ_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A12,GABA-A_α4β2δ_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A12,GABA-A_α5β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A12,GABA-A_α6β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A12,GABA-A_α6β3δ_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A13,GABA-A_α1β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A13,GABA-A_α1β2γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A13,GABA-A_α1β2_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A13,GABA-A_α1β3_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A13,GABA-A_α1β2δ_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A13,GABA-A_α2β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A13,GABA-A_α3β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A13,GABA-A_α3β3θ_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A13,GABA-A_α3β3ε_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A13,GABA-A_α4β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A13,GABA-A_α4β3δ_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A13,GABA-A_α4β2δ_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A13,GABA-A_α5β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A13,GABA-A_α6β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A13,GABA-A_α6β3δ_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A6,GABA-A_α1β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A6,GABA-A_α1β2γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A6,GABA-A_α1β2_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A6,GABA-A_α1β3_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A6,GABA-A_α1β2δ_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A6,GABA-A_α2β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A6,GABA-A_α3β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A6,GABA-A_α3β3θ_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A6,GABA-A_α3β3ε_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A6,GABA-A_α4β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A6,GABA-A_α4β3δ_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A6,GABA-A_α4β2δ_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A6,GABA-A_α5β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A6,GABA-A_α6β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A6,GABA-A_α6β3δ_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A8,GABA-A_α1β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A8,GABA-A_α1β2γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A8,GABA-A_α1β2_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A8,GABA-A_α1β3_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A8,GABA-A_α1β2δ_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
,GABA_byGAD1_and_SLC6A8,GABA-A_α2β3γ2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1
